ID;CODCLIENTE;NRO DOCUMENTO;ESTADO
3284;8464;0593445;Cargado
3285;8472;0009054;Cargado
3286;8489;0103865;Cargado
3287;8489;0121165;Cargado
3288;8489;0121198;Cargado
3289;8489;0121437;Cargado
3290;8489;0132240;Cargado
3291;8489;0132324;Cargado
3292;8489;0132582;Cargado
3293;8489;0139279;Cargado
3294;8489;0139286;Cargado
3295;8489;0146989;Cargado
3296;8489;0147099;Cargado
3297;8489;0147339;Cargado
3298;8489;0153087;Cargado
3299;8489;0089575;Cargado
3300;8496;0149711;Cargado
3301;8496;0149800;Cargado
3302;8496;849601;Cargado
3303;8619;0026123;Cargado
3304;8619;0074202;Cargado
3305;8619;0099499;Cargado
3306;8619;0644787;Cargado
3307;8619;0026376;Cargado
3308;8619;0026548;Cargado
3309;8619;0026898;Cargado
3310;8619;0051117;Cargado
3311;8619;0051368;Cargado
3312;8619;0051625;Cargado
3313;8619;0081897;Cargado
3314;8619;0081898;Cargado
3315;8654;0129035;Cargado
3316;8654;0115662;Cargado
3317;8739;0090151;Cargado
3318;8739;0151629;Cargado
3319;8749;0627650;Cargado
3320;8749;0631453;Cargado
3321;8749;0631904;Cargado
3322;8749;0640190;Cargado
3323;8749;0641719;Cargado
3324;8749;0643208;Cargado
3325;8756;0136809;Cargado
3326;8756;0146330;Cargado
3327;8756;0146384;Cargado
3328;8756;0146767;Cargado
3329;8756;0149506;Cargado
3330;8756;0149679;Cargado
3331;8756;0150003;Cargado
3332;8756;0067380;Cargado
3333;8756;0672345;Cargado
3334;8756;0672356;Cargado
3335;8756;0008725;Cargado
3336;8756;0010545;Cargado
3337;8756;0010546;Cargado
3338;8756;0010547;Cargado
3339;8756;138938;Cargado
3340;8756;0147591;Cargado
3341;8756;0147805;Cargado
3342;8756;0152548;Cargado
3343;8756;0146990;Cargado
3344;8756;0147038;Cargado
3345;8756;0147340;Cargado
3346;8756;0152981;Cargado
3347;8756;0152982;Cargado
3348;8756;0153088;Cargado
3349;8793;0133557;Cargado
3350;8793;0136869;Cargado
3351;8793;0146073;Cargado
3352;8793;0146178;Cargado
3353;8793;0146222;Cargado
3354;8793;0146266;Cargado
3355;8793;0146427;Cargado
3356;8793;0146564;Cargado
3357;8793;0146609;Cargado
3358;8793;0146648;Cargado
3359;8793;0146729;Cargado
3360;8793;0146827;Cargado
3361;8793;0146849;Cargado
3362;8793;0149586;Cargado
3363;8793;0149750;Cargado
3364;8793;0149760;Cargado
3365;8793;0149801;Cargado
3366;8793;0150071;Cargado
3367;8793;0150097;Cargado
3368;8840;0672192;Cargado
3369;8843;0524125;Cargado
3370;8843;0641053;Cargado
3371;8843;0648277;Cargado
3372;8843;0013004;Cargado
3373;8871;0000548;Cargado
3374;8871;0026493;Cargado
3375;8871;0026840;Cargado
3376;8871;0044204;Cargado
3377;8871;0050710;Cargado
3378;8871;0065225;Cargado
3379;8871;0069078;Cargado
3380;8871;0069413;Cargado
3381;8871;0074203;Cargado
3382;8871;0074450;Cargado
3383;8871;0082050;Cargado
3384;8871;0098085;Cargado
3385;8871;0099500;Cargado
3386;8871;0551904;Cargado
3387;8871;0559651;Cargado
3388;8871;0559908;Cargado
3389;8871;0560189;Cargado
3390;8871;0560458;Cargado
3391;8871;0568255;Cargado
3392;8871;0574044;Cargado
3393;8871;0574352;Cargado
3394;8871;0575135;Cargado
3395;8871;0586747;Cargado
3396;8871;0592546;Cargado
3397;8871;0592857;Cargado
3398;8871;0624651;Cargado
3399;8871;0624966;Cargado
3400;8871;0026395;Cargado
3401;8871;0091138;Cargado
3402;8878;0108897;Cargado
3403;8878;0089634;Cargado
3404;8878;0109094;Cargado
3405;8878;0009435;Cargado
3406;8878;0010006;Cargado
3407;8878;0129949;Cargado
3408;8878;0143288;Cargado
3409;8878;0143424;Cargado
3410;8901;0671136;Cargado
3411;8950;0593449;Cargado
3412;8950;0603797;Cargado
3413;8950;0603798;Cargado
3414;8950;0604094;Cargado
3415;8950;0604095;Cargado
3416;8950;0604406;Cargado
3417;8950;0604407;Cargado
3418;8950;0620317;Cargado
3419;8950;0620318;Cargado
3420;8963;0139866;Cargado
3421;9008;0009895;Cargado
3422;9008;0011840;Cargado
3423;9008;0015447;Cargado
3424;9008;0017246;Cargado
3425;9008;0017392;Cargado
3426;9008;0017539;Cargado
3427;9008;0019394;Cargado
3428;9008;0019685;Cargado
3429;9008;0020399;Cargado
3430;9008;0020493;Cargado
3431;9008;0020668;Cargado
3432;9008;0020727;Cargado
3433;9008;0020793;Cargado
3434;9008;0022263;Cargado
3435;9008;0029066;Cargado
3436;9008;0029892;Cargado
3437;9008;0029929;Cargado
3438;9008;0030563;Cargado
3439;9008;0032014;Cargado
3440;9008;0033074;Cargado
3441;9008;0034435;Cargado
3442;9008;0038877;Cargado
3443;9008;0043229;Cargado
3444;9008;0046202;Cargado
3445;9008;0047619;Cargado
3446;9008;0048966;Cargado
3447;9008;0053001;Cargado
3448;9008;0054087;Cargado
3449;9008;0055084;Cargado
3450;9008;0058197;Cargado
3451;9008;0064585;Cargado
3452;9008;0066406;Cargado
3453;9008;0016236;Cargado
3454;9008;0017521;Cargado
3455;9008;0018000;Cargado
3456;9008;0029740;Cargado
3457;9008;0030091;Cargado
3458;9008;0031324;Cargado
3459;9008;0031760;Cargado
3460;9008;0033394;Cargado
3461;9008;0034121;Cargado
3462;9008;0034749;Cargado
3463;9008;0037156;Cargado
3464;9008;0037963;Cargado
3465;9008;0038295;Cargado
3466;9008;0043509;Cargado
3467;9015;0149756;Cargado
3468;9015;901501;Cargado
3469;9015;0021891;Cargado
3470;9015;0030352;Cargado
3471;9015;0032827;Cargado
3472;9015;0034581;Cargado
3473;9113;0051500;Cargado
3474;9113;0081862;Cargado
3475;9113;0082150;Cargado
3476;9113;0082350;Cargado
3477;9113;0090875;Cargado
3478;9113;0099315;Cargado
3479;9113;0103381;Cargado
3480;9113;0109231;Cargado
3481;9135;0524704;Cargado
3482;9135;0524705;Cargado
3483;9137;0044846;Cargado
3484;9137;0044043;Cargado
3485;9137;0044990;Cargado
3486;9137;0050025;Cargado
3487;9137;0144376;Cargado
3488;9137;0144397;Cargado
3489;9137;0144409;Cargado
3490;9137;0144440;Cargado
3491;9137;0144459;Cargado
3492;9149;0006575;Cargado
3493;9149;0006683;Cargado
3494;9149;0006858;Cargado
3495;9149;0075302;Cargado
3496;9149;0075390;Cargado
3497;9149;0075555;Cargado
3498;9149;0075693;Cargado
3499;9149;0089209;Cargado
3500;9149;0089377;Cargado
3501;9149;0089551;Cargado
3502;9149;0098975;Cargado
3503;9149;0099129;Cargado
3504;9149;0108682;Cargado
3505;9149;0108884;Cargado
3506;9149;0115747;Cargado
3507;9149;0115961;Cargado
3508;9149;0663481;Cargado
3509;9149;0666174;Cargado
3510;9149;0666482;Cargado
3511;9149;0670546;Cargado
3512;9149;0670789;Cargado
3513;9149;0129657;Cargado
3514;9149;0129804;Cargado
3515;9149;0129961;Cargado
3516;9149;0130128;Cargado
3517;9149;0143122;Cargado
3518;9149;0143234;Cargado
3519;9149;0143279;Cargado
3520;9149;0143407;Cargado
3521;9158;0098957;Cargado
3522;9158;0099016;Cargado
3523;9158;0115799;Cargado
3524;9158;0115991;Cargado
3525;9158;0008473;Cargado
3526;9158;0129680;Cargado
3527;9158;0129836;Cargado
3528;9158;0129978;Cargado
3529;9158;0142959;Cargado
3530;9158;0143149;Cargado
3531;9158;0143306;Cargado
3532;9158;0143331;Cargado
3533;9158;0143434;Cargado
3534;9254;0020599;Cargado
3535;9297;0137641;Cargado
3536;9297;0151465;Cargado
3537;9297;0151580;Cargado
3538;9297;0151781;Cargado
3539;9297;0019226;Cargado
3540;9297;0030564;Cargado
3541;9297;0614613;Cargado
3542;9297;0128217;Cargado
3543;9297;0131938;Cargado
3544;9297;0132027;Cargado
3545;9297;0141032;Cargado
3546;9297;0141344;Cargado
3547;9297;0141345;Cargado
3548;9297;0141432;Cargado
3549;9297;0147704;Cargado
3550;9297;0147778;Cargado
3551;9297;0147837;Cargado
3552;9297;0147933;Cargado
3553;9297;0152572;Cargado
3554;9297;0152715;Cargado
3555;9297;0152725;Cargado
3556;9297;0067203;Cargado
3557;9297;0121440;Cargado
3558;9297;0146992;Cargado
3559;9297;0147341;Cargado
3560;9297;0152987;Cargado
3561;9297;0153089;Cargado
3562;9320;0113131;Cargado
3563;9320;0118021;Cargado
3564;9320;0136959;Cargado
3565;9320;0137074;Cargado
3566;9320;0137118;Cargado
3567;9320;0137213;Cargado
3568;9320;0137327;Cargado
3569;9320;0137625;Cargado
3570;9320;0137683;Cargado
3571;9320;0137721;Cargado
3572;9320;0137820;Cargado
3573;9320;0151473;Cargado
3574;9320;0151640;Cargado
3575;9320;0151763;Cargado
3576;9346;0075328;Cargado
3577;9346;0089253;Cargado
3578;9346;0666307;Cargado
3579;9346;0007955;Cargado
3580;9346;0129982;Cargado
3581;9346;0142961;Cargado
3582;9346;0143152;Cargado
3583;9346;0143309;Cargado
3584;9346;0143436;Cargado
3585;9357;0118265;Cargado
3586;9357;0118205;Cargado
3587;9357;0078682;Cargado
3588;9357;0087755;Cargado
3589;9357;0092274;Cargado
3590;9357;0093248;Cargado
3591;9357;0095729;Cargado
3592;9357;0096447;Cargado
3593;9357;0146982;Cargado
3594;9360;0136326;Cargado
3595;9360;0146074;Cargado
3596;9360;0146726;Cargado
3597;9360;0146850;Cargado
3598;9360;0149802;Cargado
3599;9360;0150067;Cargado
3600;9361;0146821;Cargado
3601;9361;0146931;Cargado
3602;9361;0149494;Cargado
3603;9361;0149515;Cargado
3604;9361;0149573;Cargado
3605;9361;0149624;Cargado
3606;9361;0149658;Cargado
3607;9361;0149803;Cargado
3608;9361;0149824;Cargado
3609;9361;0149906;Cargado
3610;9440;0065944;Cargado
3611;9440;0071036;Cargado
3612;9462;0672160;Cargado
3613;9462;0672250;Cargado
3614;9462;0007207;Cargado
3615;9479;0110255;Cargado
3616;9479;0113489;Cargado
3617;9479;0129502;Cargado
3618;9479;0129544;Cargado
3619;9479;0137469;Cargado
3620;9479;0137691;Cargado
3621;9493;0129206;Cargado
3622;9493;0129454;Cargado
3623;9493;0137247;Cargado
3624;9493;0137590;Cargado
3625;9493;0151467;Cargado
3626;9493;0151732;Cargado
3627;9498;anch6909415;Cargado
3628;9523;0012334;Cargado
3629;9523;0012809;Cargado
3630;9523;0013113;Cargado
3631;9523;0013565;Cargado
3632;9523;0013882;Cargado
3633;9523;0025232;Cargado
3634;9523;0025524;Cargado
3635;9523;0025876;Cargado
3636;9523;0026040;Cargado
3637;9523;0026229;Cargado
3638;9523;0044001;Cargado
3639;9523;0044275;Cargado
3640;9523;0044610;Cargado
3641;9523;0044897;Cargado
3642;9523;0050240;Cargado
3643;9523;0050505;Cargado
3644;9523;0050806;Cargado
3645;9523;0051102;Cargado
3646;9523;0051365;Cargado
3647;9523;0051633;Cargado
3648;9523;0051909;Cargado
3649;9523;0065282;Cargado
3650;9523;0069179;Cargado
3651;9599;0110673;Cargado
3652;9599;0110742;Cargado
3653;9599;0110761;Cargado
3654;9599;0121168;Cargado
3655;9599;0121214;Cargado
3656;9599;0121501;Cargado
3657;9599;0121594;Cargado
3658;9599;0121595;Cargado
3659;9599;0132154;Cargado
3660;9599;0132182;Cargado
3661;9599;0132207;Cargado
3662;9599;0132288;Cargado
3663;9599;0132594;Cargado
3664;9599;0139008;Cargado
3665;9599;0139095;Cargado
3666;9599;0139266;Cargado
3667;9599;0146977;Cargado
3668;9599;0146983;Cargado
3669;9599;0146999;Cargado
3670;9599;0147126;Cargado
3671;9599;0147138;Cargado
3672;9599;3568;Cargado
3673;9599;0152942;Cargado
3674;9599;0152943;Cargado
3675;9599;0152944;Cargado
3676;9599;0152945;Cargado
3677;9599;0152927;Cargado
3678;9599;0147155;Cargado
3679;9599;0147158;Cargado
3680;9599;0147172;Cargado
3681;9599;0147173;Cargado
3682;9599;0147248;Cargado
3683;9599;0147270;Cargado
3684;9599;0147281;Cargado
3685;9599;0147282;Cargado
3686;9599;0147309;Cargado
3687;9599;0147387;Cargado
3688;9599;0147388;Cargado
3689;9599;0147402;Cargado
3690;9599;0147403;Cargado
3691;9599;0147406;Cargado
3692;9599;0147417;Cargado
3693;9599;0139093;Cargado
3694;9599;0147428;Cargado
3695;9599;0147447;Cargado
3696;9599;0152910;Cargado
3697;9599;0152963;Cargado
3698;9599;0153014;Cargado
3699;9599;0153023;Cargado
3700;9599;0153024;Cargado
3701;9599;0153025;Cargado
3702;9599;0153046;Cargado
3703;9599;0153047;Cargado
3704;9599;0153048;Cargado
3705;9599;0153049;Cargado
3706;9599;0153050;Cargado
3707;9599;0153051;Cargado
3708;9599;0153052;Cargado
3709;9599;0153091;Cargado
3710;9599;0153093;Cargado
3711;9599;0153128;Cargado
3712;9599;0153164;Cargado
3713;9599;3569404;Cargado
3714;9599;3486114;Cargado
3715;9599;2457572;Cargado
3716;9599;6640;Cargado
3717;9629;0023345;Cargado
3718;9629;0036010;Cargado
3719;9629;0036523;Cargado
3720;9629;0036958;Cargado
3721;9629;0041421;Cargado
3722;9629;0061372;Cargado
3723;9629;0149222;Cargado
3724;9663;0559555;Cargado
3725;9663;0559569;Cargado
3726;9663;0559657;Cargado
3727;9663;0559658;Cargado
3728;9663;0559915;Cargado
3729;9672;0047130;Cargado
3730;9672;0078360;Cargado
3731;9672;0092335;Cargado
3732;9672;0072469;Cargado
3733;9672;0076939;Cargado
3734;9672;0093166;Cargado
3735;9672;0093253;Cargado
3736;9672;0093488;Cargado
3737;9672;0095466;Cargado
3738;9672;0095599;Cargado
3739;9672;0095779;Cargado
3740;9672;0101928;Cargado
3741;9672;0108224;Cargado
3742;9672;0108508;Cargado
3743;9672;0007853;Cargado
3744;9672;0008396;Cargado
3745;9672;0008716;Cargado
3746;9672;0008720;Cargado
3747;9672;0009677;Cargado
3748;9672;0009678;Cargado
3749;9735;0058992;Cargado
3750;9735;0096634;Cargado
3751;9735;0102637;Cargado
3752;9735;5296891;Cargado
3753;9735;0146650;Cargado
3754;9735;0146851;Cargado
3755;9735;0149466;Cargado
3756;9735;0149804;Cargado
3757;9735;0150076;Cargado
3758;9735;0150098;Cargado
3759;9800;0109595;Cargado
3760;9800;0074455;Cargado
3761;9800;0082054;Cargado
3762;9800;0082055;Cargado
3763;9800;0082281;Cargado
3764;9800;0082282;Cargado
3765;9800;0090807;Cargado
3766;9800;0090808;Cargado
3767;9800;0091039;Cargado
3768;9800;0091040;Cargado
3769;9800;0098090;Cargado
3770;9800;0099505;Cargado
3771;9800;0103569;Cargado
3772;9800;0648472;Cargado
3773;9800;0025308;Cargado
3774;9800;0044719;Cargado
3775;9800;0050089;Cargado
3776;9800;0050316;Cargado
3777;9800;0051210;Cargado
3778;9800;0051448;Cargado
3779;9800;0051814;Cargado
3780;9800;0065171;Cargado
3781;9800;0065172;Cargado
3782;9800;0069031;Cargado
3783;9800;0069042;Cargado
3784;9800;0069195;Cargado
3785;9800;0081900;Cargado
3786;9800;0081901;Cargado
3787;9800;0081963;Cargado
3788;9800;0082012;Cargado
3789;9800;0082149;Cargado
3790;9800;0082175;Cargado
3791;9800;0090669;Cargado
3792;9800;0090670;Cargado
3793;9800;0098023;Cargado
3794;9800;0098028;Cargado
3795;9800;0099266;Cargado
3796;9800;0099272;Cargado
3797;9800;0099297;Cargado
3798;9800;0099314;Cargado
3799;9800;0099452;Cargado
3800;9800;0103346;Cargado
3801;9800;0103380;Cargado
3802;9800;0109164;Cargado
3803;9800;0109385;Cargado
3804;9800;0116136;Cargado
3805;9800;0116213;Cargado
3806;9800;0116445;Cargado
3807;9800;0120847;Cargado
3808;9800;0121125;Cargado
3809;9800;0144524;Cargado
3810;9824;0668387;Cargado
3811;9824;0067678;Cargado
3812;9824;0007837;Cargado
3813;9825;0107362;Cargado
3814;9825;0139606;Cargado
3815;9825;0139805;Cargado
3816;9825;0148957;Cargado
3817;9825;0149037;Cargado
3818;9825;0149237;Cargado
3819;9888;0142078;Cargado
3820;9888;0142257;Cargado
3821;9888;0142369;Cargado
3822;9888;0142383;Cargado
3823;9888;0142433;Cargado
3824;9912;0604269;Cargado
3825;9919;0028892;Cargado
3826;9924;0000554;Cargado
3827;9924;0641311;Cargado
3828;9924;0644645;Cargado
3829;9924;0644899;Cargado
3830;9924;0648079;Cargado
3831;9924;0648310;Cargado
3832;9924;0001193;Cargado
3833;9924;0001485;Cargado
3834;9924;0012449;Cargado
3835;9924;0012790;Cargado
3836;9924;0013115;Cargado
3837;9976;0114972;Cargado
3838;9976;0129096;Cargado
3839;9976;0129097;Cargado
3840;9976;0129098;Cargado
3841;9976;0149078;Cargado
3842;9976;0149079;Cargado
3843;9976;0149267;Cargado
3844;9976;0149268;Cargado
3845;9976;0149285;Cargado
3846;10012;0000556;Cargado
3847;10012;0013054;Cargado
3848;10012;0604412;Cargado
3849;10012;0616709;Cargado
3850;10012;0620005;Cargado
3851;10012;0620326;Cargado
3852;10012;0624657;Cargado
3853;10012;0624972;Cargado
3854;10012;0628803;Cargado
3855;10012;0635109;Cargado
3856;10012;0635483;Cargado
3857;10012;0641313;Cargado
3858;10012;0644647;Cargado
3859;10012;0644969;Cargado
3860;10012;0648222;Cargado
3861;10012;0648399;Cargado
3862;10012;0001163;Cargado
3863;10012;0001484;Cargado
3864;10012;0012448;Cargado
3865;10018;0012696;Cargado
3866;10018;0026500;Cargado
3867;10018;0001380;Cargado
3868;10018;0001442;Cargado
3869;10018;0012977;Cargado
3870;10018;0012994;Cargado
3871;10018;0044388;Cargado
3872;10018;0044643;Cargado
3873;10058;0038609;Cargado
3874;10058;0147779;Cargado
3875;10058;0152474;Cargado
3876;10058;0152663;Cargado
3877;10060;coalmet;Cargado
3878;10060;0137990;Cargado
3879;10060;0140837;Cargado
3880;10060;0145140;Cargado
3881;10060;0145369;Cargado
3882;10060;0145538;Cargado
3883;10060;0138503;Cargado
3884;10060;0145846;Cargado
3885;10060;0148451;Cargado
3886;10060;0148563;Cargado
3887;10060;0150454;Cargado
3888;10060;0150606;Cargado
3889;10063;0616314;Cargado
3890;10063;0616323;Cargado
3891;10063;CUOTA 01;Cargado
3892;10063;CUOTA 02;Cargado
3893;10063;CUOTA 03;Cargado
3894;10063;CUOTA 04;Cargado
3895;10063;CUOTA 05;Cargado
3896;10063;CUOTA 06;Cargado
3897;10063;CUOTA 07;Cargado
3898;10063;CUOTA 08;Cargado
3899;10063;CUOTA 09;Cargado
3900;10063;CUOTA 010;Cargado
3901;10063;CUOTA 011;Cargado
3902;10063;CUOTA 012;Cargado
3903;10078;0067927;Cargado
3904;10078;0093265;Cargado
3905;10078;0120177;Cargado
3906;10078;0135718;Cargado
3907;10078;0135851;Cargado
3908;10078;0141033;Cargado
3909;10078;0141154;Cargado
3910;10078;0141400;Cargado
3911;10078;0147838;Cargado
3912;10078;0152726;Cargado
3913;10107;0000558;Cargado
3914;10107;0635111;Cargado
3915;10107;0644555;Cargado
3916;10107;0644649;Cargado
3917;10107;0644971;Cargado
3918;10107;0648440;Cargado
3919;10107;0012447;Cargado
3920;10107;0135137;Cargado
3921;10107;0135271;Cargado
3922;10107;0144059;Cargado
3923;10107;0144260;Cargado
3924;10107;0144461;Cargado
3925;10126;0099128;Cargado
3926;10126;0108681;Cargado
3927;10126;0108883;Cargado
3928;10126;0109077;Cargado
3929;10126;0115750;Cargado
3930;10126;0115960;Cargado
3931;10126;0129654;Cargado
3932;10126;0129807;Cargado
3933;10126;0129960;Cargado
3934;10126;0130127;Cargado
3935;10126;0143121;Cargado
3936;10126;0143278;Cargado
3937;10126;0143411;Cargado
3938;10128;0012342;Cargado
3939;10128;0012698;Cargado
3940;10128;0013057;Cargado
3941;10128;0013794;Cargado
3942;10128;0025804;Cargado
3943;10128;0026132;Cargado
3944;10128;0044213;Cargado
3945;10128;0044853;Cargado
3946;10128;0050159;Cargado
3947;10128;0050419;Cargado
3948;10128;0050718;Cargado
3949;10128;0051017;Cargado
3950;10128;0051275;Cargado
3951;10128;0051572;Cargado
3952;10128;0051858;Cargado
3953;10128;0065234;Cargado
3954;10128;0069087;Cargado
3955;10128;0069422;Cargado
3956;10128;0074459;Cargado
3957;10128;0082059;Cargado
3958;10128;0026380;Cargado
3959;10128;0026687;Cargado
3960;10128;0044612;Cargado
3961;10128;0050823;Cargado
3962;10128;0051934;Cargado
3963;10149;0133496;Cargado
3964;10149;0133497;Cargado
3965;10149;0133499;Cargado
3966;10149;0136484;Cargado
3967;10149;0145996;Cargado
3968;10149;0145998;Cargado
3969;10149;0146179;Cargado
3970;10149;0146226;Cargado
3971;10149;0146255;Cargado
3972;10149;0146332;Cargado
3973;10149;0146501;Cargado
3974;10149;0146502;Cargado
3975;10149;0146503;Cargado
3976;10149;0146504;Cargado
3977;10149;0146505;Cargado
3978;10149;0146506;Cargado
3979;10149;0146507;Cargado
3980;10149;0146508;Cargado
3981;10149;0146509;Cargado
3982;10149;0146510;Cargado
3983;10149;0146511;Cargado
3984;10149;0146512;Cargado
3985;10149;0146768;Cargado
3986;10149;0146769;Cargado
3987;10149;0146852;Cargado
3988;10149;0146853;Cargado
3989;10149;0146911;Cargado
3990;10149;0146912;Cargado
3991;10149;0149680;Cargado
3992;10149;0149681;Cargado
3993;10149;0149682;Cargado
3994;10149;0149683;Cargado
3995;10149;0149684;Cargado
3996;10149;0150006;Cargado
3997;10149;0150007;Cargado
3998;10149;0150008;Cargado
3999;10149;0150050;Cargado
4000;10149;0150051;Cargado
4001;10149;0150052;Cargado
4002;10149;0150053;Cargado
4003;10152;0146439;Cargado
4004;10152;0146473;Cargado
4005;10152;0146581;Cargado
4006;10152;0146601;Cargado
4007;10152;0146651;Cargado
4008;10152;0146747;Cargado
4009;10152;0146932;Cargado
4010;10152;0149497;Cargado
4011;10152;0149556;Cargado
4012;10152;0149574;Cargado
4013;10152;0149617;Cargado
4014;10152;0149744;Cargado
4015;10152;0149745;Cargado
4016;10152;0149805;Cargado
4017;10152;0149961;Cargado
4018;10158;0115693;Cargado
4019;10158;0115694;Cargado
4020;10158;0115695;Cargado
4021;10158;0115696;Cargado
4022;10158;0115697;Cargado
4023;10158;0115698;Cargado
4024;10158;0115699;Cargado
4025;10158;0115700;Cargado
4026;10158;0115701;Cargado
4027;10158;0115702;Cargado
4028;10158;0115703;Cargado
4029;10158;0659793;Cargado
4030;10158;0662809;Cargado
4031;10158;0143275;Cargado
4032;10158;0143360;Cargado
4033;10158;0143405;Cargado
4034;10229;0084437;Cargado
4035;10229;0106762;Cargado
4036;10229;0106763;Cargado
4037;10229;0113042;Cargado
4038;10229;0113043;Cargado
4039;10229;0130545;Cargado
4040;10229;0130546;Cargado
4041;10229;0130547;Cargado
4042;10229;0146585;Cargado
4043;10229;0146586;Cargado
4044;10229;0146587;Cargado
4045;10229;0006694;Cargado
4046;10229;0006839;Cargado
4047;10229;0006988;Cargado
4048;10229;0006990;Cargado
4049;10229;0075422;Cargado
4050;10229;0075424;Cargado
4051;10229;0075562;Cargado
4052;10229;0075564;Cargado
4053;10229;0075731;Cargado
4054;10229;0075733;Cargado
4055;10229;0089205;Cargado
4056;10229;0089206;Cargado
4057;10229;0089207;Cargado
4058;10229;0089399;Cargado
4059;10229;0089401;Cargado
4060;10229;0089562;Cargado
4061;10229;0089564;Cargado
4062;10229;0098993;Cargado
4063;10229;0098994;Cargado
4064;10229;0098995;Cargado
4065;10229;0099137;Cargado
4066;10229;0099138;Cargado
4067;10229;0099139;Cargado
4068;10229;0108704;Cargado
4069;10229;0108705;Cargado
4070;10229;0108706;Cargado
4071;10229;0108901;Cargado
4072;10229;0108902;Cargado
4073;10229;0108903;Cargado
4074;10229;0109096;Cargado
4075;10229;0109097;Cargado
4076;10229;0109098;Cargado
4077;10229;0115768;Cargado
4078;10229;0115769;Cargado
4079;10229;0115787;Cargado
4080;10229;0115982;Cargado
4081;10229;0115983;Cargado
4082;10229;0115984;Cargado
4083;10229;0666311;Cargado
4084;10229;0669284;Cargado
4085;10229;0670932;Cargado
4086;10229;0116079;Cargado
4087;10229;0116080;Cargado
4088;10229;0116081;Cargado
4089;10229;0116082;Cargado
4090;10229;0116083;Cargado
4091;10229;0116084;Cargado
4092;10229;0116085;Cargado
4093;10229;0116086;Cargado
4094;10229;0116087;Cargado
4095;10229;0129665;Cargado
4096;10229;0129666;Cargado
4097;10229;0129667;Cargado
4098;10229;0129814;Cargado
4099;10229;0129815;Cargado
4100;10229;0129819;Cargado
4101;10229;0129972;Cargado
4102;10229;0129973;Cargado
4103;10229;0129974;Cargado
4104;10229;0142963;Cargado
4105;10229;0142964;Cargado
4106;10229;0142965;Cargado
4107;10229;0143141;Cargado
4108;10229;0143142;Cargado
4109;10229;0143143;Cargado
4110;10229;0143354;Cargado
4111;10229;0143355;Cargado
4112;10229;0143356;Cargado
4113;10229;0010784;Cargado
4114;10229;0143425;Cargado
4115;10229;0143426;Cargado
4116;10229;0143427;Cargado
4117;10231;0089241;Cargado
4118;10231;0143111;Cargado
4119;10231;0143314;Cargado
4120;10231;0143446;Cargado
4121;10265;3335376;Cargado
4122;10277;0066857;Cargado
4123;10277;0007736;Cargado
4124;10277;0147253;Cargado
4125;10277;0147254;Cargado
4126;10277;0147395;Cargado
4127;10277;0153020;Cargado
4128;10277;0153075;Cargado
4129;10290;0069369;Cargado
4130;10290;0081981;Cargado
4131;10290;0082011;Cargado
4132;10290;0144197;Cargado
4133;10290;0144219;Cargado
4134;10290;0144228;Cargado
4135;10290;0144236;Cargado
4136;10290;0144249;Cargado
4137;10290;0144261;Cargado
4138;10290;0144315;Cargado
4139;10290;0144330;Cargado
4140;10290;0144361;Cargado
4141;10290;0144424;Cargado
4142;10290;0144462;Cargado
4143;10292;0093729;Cargado
4144;10292;0672431;Cargado
4145;10292;0007411;Cargado
4146;10292;0671076;Cargado
4147;10292;0671464;Cargado
4148;10292;0672147;Cargado
4149;10292;0672193;Cargado
4150;10292;0672213;Cargado
4151;10292;0672353;Cargado
4152;10292;0672431;Cargado
4153;10292;0672444;Cargado
4154;10292;0147587;Cargado
4155;10292;0147664;Cargado
4156;10292;0147747;Cargado
4157;10292;0147839;Cargado
4158;10292;0147924;Cargado
4159;10292;0152533;Cargado
4160;10292;0152619;Cargado
4161;10292;0152658;Cargado
4162;10292;0152727;Cargado
4163;10292;0152788;Cargado
4164;10301;0644391;Cargado
4165;10301;0649563;Cargado
4166;10301;0001603;Cargado
4167;10301;0001985;Cargado
4168;10301;0002176;Cargado
4169;10301;0002421;Cargado
4170;10301;0035567;Cargado
4171;10301;0035760;Cargado
4172;10301;0035802;Cargado
4173;10301;0049159;Cargado
4174;10301;0049203;Cargado
4175;10301;0049570;Cargado
4176;10301;0049788;Cargado
4177;10301;0049844;Cargado
4178;10301;0057599;Cargado
4179;10301;0147000;Cargado
4180;10301;0147344;Cargado
4181;10301;0153094;Cargado
4182;10334;0559926;Cargado
4183;10334;0560206;Cargado
4184;10334;0560475;Cargado
4185;10334;0568272;Cargado
4186;10334;0574061;Cargado
4187;10334;0574368;Cargado
4188;10334;0575151;Cargado
4189;10334;0575443;Cargado
4190;10334;0586756;Cargado
4191;10405;0137660;Cargado
4192;10405;0137832;Cargado
4193;10405;0151525;Cargado
4194;10405;0151541;Cargado
4195;10405;0151554;Cargado
4196;10405;0151582;Cargado
4197;10405;0151583;Cargado
4198;10405;0151594;Cargado
4199;10405;0151596;Cargado
4200;10405;0151598;Cargado
4201;10405;0151612;Cargado
4202;10405;0151628;Cargado
4203;10405;0151729;Cargado
4204;10405;0151764;Cargado
4205;10427;0082156;Cargado
4206;10427;0082213;Cargado
4207;10427;0144061;Cargado
4208;10427;0144262;Cargado
4209;10443;0671471;Cargado
4210;10443;0672075;Cargado
4211;10443;0672120;Cargado
